track_name,artist_name,artist_count,date_released,streams,bpm,key,danceability,valence,energy,acousticness,spotify_url
KU LO SA - A COLORS SHOW,Oxlade,1,10/06/2022,222410722,93,A#,65,79,66,31,https://open.spotify.com/track/2WigMwGJysIh9fRnSJvpjn?si=7e79790ef62b45f3
Prohibidox,Feid,1,13/09/2022,185392587,180,C#,65,52,80,5,https://open.spotify.com/track/3PpWCS95gDUDRPko3u1MZ9?si=79f0923555fc4487
Static,Steve Lacy,1,15/07/2022,202452860,79,C#,34,22,31,43,https://open.spotify.com/track/4OmfWzukSVD140NiAIEjem?si=72384586273e444d
The Scientist,Coldplay,1,05/08/2002,1608164312,146,F,56,21,44,73,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle?si=e86331f0d0c44576
Sparks,Coldplay,1,10/07/2000,624101957,103,C#,37,17,27,75,https://open.spotify.com/track/7D0RhFcb3CrfPuTJ0obrod?si=a174afcc569e4a8d
Talk,YEAT,1,02/09/2022,148461629,140,E,70,26,76,8,https://open.spotify.com/track/0ypjMI7vHiDP4sLB1C0Qna?si=af6c3860e6ac4fed
Selfish,PnB Rock,1,23/06/2016,380319238,102,C#,64,4,60,11,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw?si=ae4bab6a5b804f36
Lady Mi Amor,Feid,1,13/09/2022,53987404,93,D,78,75,62,6,https://open.spotify.com/track/30Xh83fw03PZ2Wfm36H4EZ?si=69318ffdb8294dfe
Poland,Lil Yachty,1,23/06/2022,115331792,150,F,70,26,56,14,https://open.spotify.com/track/74loibzxXRL875X20kenvk?si=c49413b541e141f6
Bye Bye,"Marshmello, Juice WRLD",2,14/10/2022,84697729,83,D#,65,24,53,6,https://open.spotify.com/track/6XO8RlYuJCiI0v3IA48FeJ?si=38ce54931a484397
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,18/08/2022,159240673,102,A,84,43,75,5,https://open.spotify.com/track/0kTMK4gNFfLXaTb62w1UaJ?si=090958f9f5f14bae
Nxde,(G)I-DLE,1,17/10/2022,170709584,136,E,73,65,91,4,https://open.spotify.com/track/6NnCWIWV740gP7DQ8kqdIE?si=4241b50f91be47fa
Miss You,Southstar,1,16/05/1982,154356956,145,A,66,24,58,17,https://open.spotify.com/track/4tRhRLBxIZ34Iw0eCuiC03?si=12d1b9ccd0fc43b0
we fell in love in october,girl in red,1,21/11/2018,723043854,130,G,57,24,37,11,https://open.spotify.com/track/6IPwKM3fUUzlElbvKw2sKl?si=cccc032d86b64f35
2 Be Loved (Am I Ready),Lizzo,1,14/07/2022,247689123,156,G,72,92,77,9,https://open.spotify.com/track/2rmwqU7yzTvzkiaRV53DpT?si=0fff38e2b0dc455b
Celestial,Ed Sheeran,1,29/09/2022,176474912,123,D,57,50,85,5,https://open.spotify.com/track/4zrKN5Sv8JS5mqnbVcsul7?si=467b2c1ad63e483f
Typa Girl,BLACKPINK,1,16/09/2022,235549288,132,G,92,53,62,7,https://open.spotify.com/track/3BHR1mJOqn2UZyq98YKPgd?si=0d3f0152836f42e4
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,18/12/2020,140430339,125,D#,49,13,74,0,https://open.spotify.com/track/7mykoq6R3BArsSpNDjFQTm?si=b57ed4a4a54c4632
California Breeze,Lil Baby,1,14/10/2022,85559365,162,F,74,22,67,0,https://open.spotify.com/track/6ug9fUi5oLLgQgOF1G8WkM?si=455db1fc37fb433d
Bamba (feat. Aitch & BIA),"Luciano, Aitch, B�",3,22/09/2022,146223492,138,A#,80,82,81,14,https://open.spotify.com/track/7nFJSfGvvV0WjatTZN6QYi?si=c139ff2fcf814db9
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,01/07/2022,187701588,161,A#,59,62,60,12,https://open.spotify.com/track/1OZ4uv7OAP24Ix6j3vojLt?si=bf9674a9fca34487
Major Distribution,"Drake, 21 Savage",2,04/11/2022,154863153,131,G#,91,23,55,1,https://open.spotify.com/track/46s57QULU02Voy0Kup6UEb?si=cfb1d3f7bf0c4d92
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,04/11/2022,191333656,122,E,75,45,63,6,https://open.spotify.com/track/2KLwPaRDOB87XOYAT2fgxh?si=58aad4be40ab481d
Vigilante Shit,Taylor Swift,1,21/10/2022,253650850,80,E,80,16,28,17,https://open.spotify.com/track/1xwAWUI6Dj0WGC3KiUPN0O?si=a958b504a55c4bd8
Question...?,Taylor Swift,1,21/10/2022,223064273,109,G,75,11,50,20,https://open.spotify.com/track/0heeNYlwOGuUSe7TgUD27B?si=e51a30e484504558
On BS,"Drake, 21 Savage",2,04/11/2022,170413877,158,A,84,33,36,2,https://open.spotify.com/track/34tz0eDhGuFErIuW3q4mPX?si=2ed8c44076d144a2
Mastermind,Taylor Swift,1,21/10/2022,218320587,126,E,66,12,35,55,https://open.spotify.com/track/56hioFjQ0DXrdn04hZcFgG?si=313ab44acfc24f79
Circo Loco,"Drake, 21 Savage",2,04/11/2022,141720999,104,C#,73,25,61,1,https://open.spotify.com/track/7GeTsDIc5ykNB6lORO6Cee?si=600ce514d56c4fbf
Spin Bout U,"Drake, 21 Savage",2,04/11/2022,198365537,130,G,77,20,70,1,https://open.spotify.com/track/2ZL7WZcjuYKi1KUDtp4kCC?si=32ce73854cb94e28
"Would've, Could've, Should've",Taylor Swift,1,21/10/2022,177503916,158,G,48,55,84,43,https://open.spotify.com/track/0aV5uARAknQgYhBaK944FP?si=8fa4de545f904a36
Con La Brisa,"Ludwig Goransson, Foudeqush",2,04/11/2022,71095708,114,D,62,25,44,51,https://open.spotify.com/track/2LSsSV7V33wM9EKQA2xjGS?si=c9276aa390a94c6b
Privileged Rappers,"Drake, 21 Savage",2,04/11/2022,112436403,144,F,93,62,61,0,https://open.spotify.com/track/7l2nxyx7IkBX5orhkALg0V?si=f0c25eefb3674f73
The Astronaut,Jin,1,28/10/2022,203436468,125,F,54,22,76,0,https://open.spotify.com/track/0h7QMc9ZRzA9QJrbEHytn2?si=cac2976f21ca4e77
BackOutsideBoyz,Drake,1,04/11/2022,93367537,142,F,85,40,43,4,https://open.spotify.com/track/0wshkEEcJUQU33RSRBb5dv?si=f5c2a103d4a14f4d
Broke Boys,"Drake, 21 Savage",2,04/11/2022,106249219,120,D,64,11,53,1,Broke Boys
The Great War,Taylor Swift,1,21/10/2022,181382590,96,F,57,55,74,22,https://open.spotify.com/track/3UMrglJeju5yWyYIW6o99b?si=b983261cf6aa4c27
My Mind & Me,Selena Gomez,1,03/11/2022,91473363,144,A,60,24,39,57,https://open.spotify.com/track/0XER3HPMx223xWaAgNKp4Y?si=1a19fc171f474421
Bigger Than The Whole Sky,Taylor Swift,1,21/10/2022,121871870,166,F#,42,7,24,83,https://open.spotify.com/track/0BiqmkasE5FdrChwKfVp8X?si=b9d5c744dc554aec
A Veces (feat. Feid),"Feid, Paulo Londra",2,03/11/2022,73513683,92,C#,80,81,67,4,https://open.spotify.com/track/63OA8vSo2PhUkmQopR1l64?si=0bff64c31dfd45b4
En La De Ella,"Feid, Sech, Jhayco",3,20/10/2022,133895612,97,C#,82,67,77,8,https://open.spotify.com/track/5NxhMcHSVY3Z7ykWxZf3aj?si=b66636de90bf4474
Alone,Burna Boy,1,04/11/2022,96007391,90,E,61,32,67,15,https://open.spotify.com/track/0AoBY2Y3qs6dtGgOD6c91N?si=0e00ba816ead476d
